BHK,Address,Latitude,Longitude,Size(Acres),Deposit(Rs),Rent(Rs),Furnishing,Property Age,Available For, Immediate Possesion,Link
2, Bommanahalli,12.903,77.624,850,50000,12500,Semi Furnished,5-10 years ,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bommanahalli-bangalore-for-rs-12500/8a9fb1bd76b86b210176b9d3a2c154b2/detail
3, Chikkanagamangala,12.859,77.698,1500,100000,15000,Full Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-chikkanagamangala-bangalore-for-rs-15000/ff8081816bdaeb1a016bdb861fa81665/detail
2, C V Raman Nagar,12.979,77.664,982,100000,15000,Semi Furnished,5-10 years ,All,15-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-c-v-raman-nagar-bangalore-for-rs-15000/8a9fa68276f232db0176f2636aa613e3/detail
1, Kengeri Gollahalli,12.875,77.478,400,35000,4000,Full Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kengeri-gollahalli-bangalore-for-rs-4000/ff8081816ead102c016eb094906424f8/detail
2, ,13.027,77.656,600,30000,10000,UnFurnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-horamavu--bangalore-for-rs-10000/ff8081816ddd9f21016ddf3b246f6ef1/detail
1, Hennur Gardens,13.035,77.635,600,50000,8500,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-mudhanna-layout-hennur-gardens-bangalore-for-rs-8500/8a9f86c66ffc6143016ffc7a1d980418/detail
3, Smv Layout ,12.924,77.477,1168,200000,18000,Semi Furnished,Newly Constructed,Family,15-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-smv-layout--bangalore-for-rs-18000/8a9f923673805ace017384eb21c81715/detail
2, Channasandra,12.978,77.77,650,120000,12000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-channasandra-bangalore-for-rs-12000/ff80818167a2af4a0167a2cfee800e18/detail
1, Horamavu,13.027,77.656,400,30000,9000,UnFurnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-horamavu-bangalore-for-rs-9000/ff808181627abcdd016280b9729807d8/detail
2, Hsr Layout,12.912,77.664,1310,300000,30000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-30000/8a9f93a36fdb8615016fe02cb44e4923/detail
1, Chansandra,12.979,77.77,150,12000,5500,Semi Furnished,Newly Constructed,Bachelors,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-chansandra-bangalore-for-rs-5500/ff80818167a2b2290167a2e09096108f/detail
2, Dommasandra,12.839,77.725,1159,60000,15000,Semi Furnished,5-10 years ,Family,01-Mar-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-dommasandra-bangalore-for-rs-15000/8a9fb08276dbab330176dbed4c0318c9/detail
1, Chansandra,12.979,77.77,750,25000,9500,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-chansandra-bangalore-for-rs-9500/ff80818167a2b2290167a2dbc3fa0ef4/detail
2, Devarachikkana Halli,12.89,77.613,1000,100000,13000,UnFurnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-devarachikkana-halli-bangalore-for-rs-13000/ff8081816691e4cf01669a5ee6e26421/detail
1, Hsr Layout,12.901,77.644,250,30000,7500,Semi Furnished,3-5 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-7500/ff808181682155110168217594080d2f/detail
2, India,12.903,77.677,1110,100000,20000,Semi Furnished,1-3 years ,Family,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bengaluru-karnataka-india-bangalore-for-rs-20000/ff8081814f0cb8cb014f163ba0693132/detail
2, Mahadevapura,12.997,77.69,1155,150000,28000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-28000/8a9fa78276f233020176f27f48a01f97/detail
1, Kasavanahalli,12.912,77.676,700,35000,13500,Semi Furnished,Under Construction,All,05-Feb-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-13500/ff8081816bea6fc6016bebb6a6404fac/detail
2, Kengeri Hobli,12.882,77.472,726,100000,12000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kengeri-hobli-bangalore-for-rs-12000/8a9f92fb76601a030176606641b21934/detail
2, Attiguppe,12.953,77.531,1000,100000,11000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-attiguppe-bangalore-for-rs-11000/ff8081816ec159f3016ec4bedab33963/detail
2, Electronic City,12.843,77.646,1200,100000,17500,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-17500/ff8081815b84d5dc015b84daeb620240/detail
2, Kasavanahalli,12.911,77.676,900,50000,18000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-18000/ff8081816866c3ef0168673bf1f71e57/detail
2, Attur Layout,13.099,77.567,800,60000,8500,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-attur-layout-bangalore-for-rs-8500/8a9f91b873398bda01733ccb1dde0f7e/detail
1, Yelahanka New Town,13.094,77.581,450,50000,5500,UnFurnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-yelahanka-new-town-bangalore-for-rs-5500/ff8081815355237f015355784e0e0668/detail
1, Maruthi Sevanagar,13.009,77.635,550,20000,4500,UnFurnished,5-10 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-maruthi-sevanagar-bangalore-for-rs-4500/ff80818169d91f630169d95ecb0e203a/detail
3, Basapura,12.868,77.661,1560,200000,30000,Semi Furnished,Newly Constructed,Family,01-Feb-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-basapura-bangalore-for-rs-30000/8a9f89867674094d0176744279b30cf9/detail
2, Gunjur Village,12.928,77.739,1457,100000,20000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gunjur-village-bangalore-for-rs-20000/8a9f93b8748b82f801748c30c76b59e9/detail
3, Kasavanahalli,12.911,77.676,1200,75000,24500,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-24500/ff808181686550eb0168661d8c201584/detail
2, India,12.895,77.613,890,150000,18000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-vijaya-bank-layout-bengaluru-karnataka-india-bangalore-for-rs-18000/ff8081815ab0aa10015ab334a5887d62/detail
2, Brookefield,12.957,77.718,1142,150000,25000,Full Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-brookefield-bangalore-for-rs-25000/8a9f92767608460a0176085864c504e4/detail
2, Christ Academy,12.824,77.622,1000,50000,15000,Full Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-christ-academy-bangalore-for-rs-15000/8a9fab8376ec67ef0176ecaf50be16c2/detail
2, Ejipura,12.942,77.631,1200,200000,29000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ejipura-bangalore-for-rs-29000/ff8081816aa26aa0016aa71b7d86415f/detail
2, Krishnarajapura,13.003,77.756,1088,75000,16000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-krishnarajapura-bangalore-for-rs-16000/8a9f938276f232dd0176f28e9440266f/detail
2, Gopasandra,12.84,77.726,1172,50000,11000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gopasandra-bangalore-for-rs-11000/8a9f91fc75f013180175f056d33f1667/detail
2, Basavanagudi,12.938,77.575,1200,280000,28000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-basavanagudi-bangalore-for-rs-28000/8a9fa08276ef9fd10176efe744e111fa/detail
3, Whitefield,12.973,77.734,1500,150000,30000,Full Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-30000/8a9f910b73bd1bb30173bdafdcb74a13/detail
4, Kaikondrahalli,12.917,77.674,4000,360000,60000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/4%2b-bhk-apartment-for-rent-in-kaikondrahalli-bangalore-for-rs-60000/8a9f916c7520bc8f017520c478e203b5/detail
1, Begur,12.885,77.625,650,50000,7500,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-begur-bangalore-for-rs-7500/ff8081815871433e0158770049943cae/detail
2, Sv Grand Appartment,12.911,77.623,1050,100000,22000,Full Furnished,3-5 years ,Family,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sv-grand-appartment-bangalore-for-rs-22000/8a9fa58276e0d1ce0176e0ee94460ad2/detail
2, Thanisandra,13.05,77.635,925,60000,14000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-thanisandra-bangalore-for-rs-14000/8a9f9e8276f1e6b50176f202bb9f06c5/detail
1, Kaggalipura,12.802,77.509,600,60000,6000,UnFurnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kaggalipura-bangalore-for-rs-6000/ff8081815a406fc6015a4070dd300104/detail
2, Bellandur,12.929,77.685,1080,150000,18000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-18000/8a9f8aad71f60d2a0171f87fa2b35440/detail
3, Wood Berry Homes,12.799,77.685,1500,100000,17000,UnFurnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-wood-berry-homes-bangalore-for-rs-17000/8a9fad8276e69cb40176e6e7c1391b00/detail
2, J P Nagar ,12.882,77.576,1100,150000,15000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-j-p-nagar--bangalore-for-rs-15000/ff808181635efca001636229c42c58b0/detail
1, Bellandur,12.923,77.664,600,150000,15000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-15000/ff8081816e4b0f6e016e4b1118d40087/detail
1, J P Nagar 8th Phase,12.876,77.583,300,30000,7500,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-j-p-nagar-8th-phase-bangalore-for-rs-7500/8a9f988276c082500176c1dc3b41469d/detail
2, Kasavanahalli,12.908,77.676,800,50000,15000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-15000/ff80818151cdaeb30151ce83caf10da7/detail
2, Kasavanahalli,12.908,77.676,800,50000,15000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-15000/ff80818151cdaeb30151ce83caf10da7/detail
2, Begur,12.885,77.625,1000,100000,14000,Semi Furnished,1-3 years ,Family,01-Mar-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-begur-bangalore-for-rs-14000/ff8081815871433e015877045e503de3/detail
2, Kalrna Agrahara,12.864,77.594,980,50000,10500,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kalrna-agrahara-bangalore-for-rs-10500/ff8081815115c85501511a4986dc1ff1/detail
2, Electronic City,12.841,77.648,919,120000,16500,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-16500/8a9f8c8676ebc6090176ebe601110ae1/detail
3, Electronic City,12.84,77.675,1470,75000,24500,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-24500/ff8081815115c85501511a4986d21ff0/detail
3, India,13.058,77.597,1550,210000,21000,UnFurnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-amruthnagar-byatarayanapura-bengaluru-karnataka-india-bangalore-for-rs-21000/ff808181666c652f01666c7e89000828/detail
1, Yeshwanthpur,13.025,77.554,480,65000,6500,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-yeshwanthpur-bangalore-for-rs-6500/ff8081816e64d828016e67e3cf6232c5/detail
1, Bellandur,12.945,77.68,450,20000,8000,UnFurnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-8000/ff8081816ecf6c1c016ed42b17e6761d/detail
3, Panathur,12.932,77.704,1350,100000,25000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-panathur-bangalore-for-rs-25000/8a9f9175738547370173896464e46e0b/detail
2, Whitefield,12.978,77.738,1200,100000,20000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-20000/ff8081816b700f77016b73643cae3c00/detail
2, K R Puram,13.005,77.709,800,50000,11500,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-k-r-puram-bangalore-for-rs-11500/ff808181686b1a5b01686b466cda20f7/detail
1, Thanisandra,13.06,77.627,600,40000,7000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-thanisandra-bangalore-for-rs-7000/ff808181632558110163257bc18a1570/detail
2, Banaswadi,13.015,77.654,800,100000,10000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-banaswadi-bangalore-for-rs-10000/ff808181576eee2101576f7080f722ab/detail
2, Electronic City,12.843,77.656,600,60000,10000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-electronics-city-phase-1-electronic-city-bangalore-for-rs-10000/8a9f825c763cc13301763d2f514036f9/detail
2, J. P. Nagar,12.902,77.595,1500,150000,15000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-j.-p.-nagar-bangalore-for-rs-15000/8a9f8221765aedef01765b2b5cf317fc/detail
1, Vivek Nagar,12.952,77.623,750,60000,17500,Semi Furnished,5-10 years ,All,10-Feb-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-vivek-nagar-bangalore-for-rs-17500/ff8081816cfd4a02016cffc809985b8f/detail
1, Yelahanka New Town,13.098,77.57,400,50000,6000,UnFurnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-yelahanka-new-town-bangalore-for-rs-6000/ff80818165ec2c350165f1307b620a66/detail
2, Subramanyapura,12.892,77.537,1000,170000,17000,Semi Furnished,1-3 years ,Family,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-subramanyapura-bangalore-for-rs-17000/ff808181656b557501656bda0c683a9a/detail
1, Vibhutipura,12.968,77.688,300,30000,6500,Full Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-vibhutipura-bangalore-for-rs-6500/8a9f93f775017691017501a5b05915b7/detail
1, C V Raman Nagar,12.973,77.679,600,60000,10000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-c-v-raman-nagar-bangalore-for-rs-10000/8a9fa38376e21e690176e27cd1fd1abc/detail
1, C V Raman Nagar,12.973,77.679,600,60000,10000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-c-v-raman-nagar-bangalore-for-rs-10000/8a9fa38376e21e690176e27cd1fd1abc/detail
1, C V Raman Nagar,12.974,77.673,150,36000,6000,UnFurnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-c-v-raman-nagar-bangalore-for-rs-6000/8a9fa58276e21aee0176e283ed8a1ed3/detail
2, Indiranagar,12.959,77.638,650,135000,27000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-indiranagar-bangalore-for-rs-27000/ff80818155f039ca0155f28e2cef2891/detail
3, Electronic City,12.839,77.656,1560,200000,30000,Semi Furnished,3-5 years ,All,31-Mar-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-30000/8a9fa48276f533190176f55af80c0cf9/detail
1, Singasandra,12.88,77.655,500,25000,7000,Semi Furnished,Under Construction,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-singasandra-bangalore-for-rs-7000/ff8081816ca36674016ca4096f915a70/detail
2, Chokkanahalli,13.078,77.634,1271,150000,22000,Full Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-chokkanahalli-bangalore-for-rs-22000/8a9fc182767e5b3a01767e9e127a13d4/detail
3, Rayasandra,12.874,77.669,1200,120000,17000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-rayasandra-bangalore-for-rs-17000/ff808181620eb61601621631814f5c8c/detail
1, Bommanahalli,12.907,77.627,1200,50000,10500,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-bommanahalli-bangalore-for-rs-10500/8a9f916b731830fb01732296000b7bfd/detail
2, Medarahalli ,13.069,77.517,600,75000,7000,UnFurnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-medarahalli--bangalore-for-rs-7000/8a9f94c276c5a78a0176c7c68b581e06/detail
2, Bommanahalli,12.907,77.628,1200,80000,15500,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bommanahalli-bangalore-for-rs-15500/ff8081816445aa6c016446f5d42f7425/detail
1, Btm Layout,12.92,77.607,400,50000,8500,UnFurnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-btm-layout-bangalore-for-rs-8500/ff8081816aba25a5016aba36aa2c0dbb/detail
2, Manorayanapalya,13.029,77.601,650,75000,10000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-manorayanapalya-bangalore-for-rs-10000/8a9f91bd73f1ae370173f5b816eb77ad/detail
3, Rajaji Nagar,13.011,77.558,1370,300000,36000,Semi Furnished,5-10 years ,All,01-Feb-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-rajaji-nagar-bangalore-for-rs-36000/8a9f93e87641d08d0176423d162820de/detail
3, Jakkur Post,13.081,77.625,1757,200000,30000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-jakkur-post-bangalore-for-rs-30000/ff80818153ccd7a70153d09023001abd/detail
2, Thammenahalli Village,13.084,77.494,700,30000,8000,UnFurnished,1-3 years ,All,16-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-thammenahalli-village-bangalore-for-rs-8000/ff8081815b200540015b22f49d8b5c8e/detail
1, Btm Layout,12.922,77.609,450,25000,7000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-btm-layout-bangalore-for-rs-7000/ff808181636a960e01636bb11044185c/detail
3, Ejipura,12.942,77.631,1300,100000,22000,Semi Furnished,1-3 years ,Family,15-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-ejipura-bangalore-for-rs-22000/ff8081816290ab79016291e687f76ed3/detail
2, Bilekahalli,12.899,77.605,1200,170000,17000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bilekahalli-bangalore-for-rs-17000/ff80818152ee75900152eee7c1620df7/detail
